0.421741,0.512720,0.787522,0.041172,0.426097,0.559615,0.416652,0.358778,0.164944,0.738555,0.043763,0.351487,0.400796,0.603907,0.301844,0.688792,0.316999,0.031300,0.337778,0.206682,0.295708,0.447835,0.433331,0.835000,0.083418,0.405733,0.584074,0.804479,0.527598,0.282851,0.000000,0.430301,0.550235,0.184035,0.402438,0.241503,0.551674,0.399863,0.080329,0.284472,0.162519,0.256279,0.450172,0.377443,0.541839,0.235854,0.443469,0.448541,0.665417,0.411357,0.300231,0.544034,0.180829,0.412946,0.285498,0.541570,0.444007,0.217238,0.350041,0.101847,0.454681,0.137396,0.612517,0.429299,0.232167,0.481032,0.121158,0.410246,0.272720,0.617945,0.376751,0.219137,0.429960,0.248430,0.370349,0.261132,0.514878,0.658881,0.229021,0.456942,0.220315,0.625843,0.566455,0.756541,0.603100,0.137000,0.376607,0.227743,0.611676,0.238626,0.665731,0.544692,0.162261,0.136174,0.003736,0.527378,0.270706,0.512732,0.548899,0.521844,0.298121,0.002394,0.507280,0.586561,0.527086,0.000000,0.126800,0.362804,0.167090,0.000000,0.142430,0.286702,0.256045,0.160675,0.357228,0.240484,0.256456,0.487842,0.542143,0.356505,0.357936,0.574008,0.236556,0.348147,0.484771,0.453833,0.344624,0.306762,0.349697,0.122322,0.326799,0.534427,0.559364,0.268398,0.442435,0.378496,0.053804,0.253886,0.461886,0.507035,0.240644,0.644391,0.614635,0.067299,0.196089,0.601085,0.473174,0.420993,0.076927,0.855563,0.019152,0.444659,0.238283,0.856681,0.119426,0.071171,0.077530,0.014917,0.065613,0.207424,0.031467,0.487024,0.338927,0.240295,0.006416,0.398329,0.625711,0.490244,0.233990,0.160942,0.192985,0.044554,0.261182,0.480089,0.000000,0.112024,0.302188,0.665978,0.104566,0.076671,0.309892,0.000945,0.392666,0.189115,0.230845,0.011546,0.397028,0.277395,0.431694,0.696429
0.773105,0.434271,0.596952,0.100446,0.791551,0.819217,0.588883,0.364471,0.298216,0.643218,0.059126,0.376830,0.484718,0.478588,0.078974,0.528342,0.762702,0.450069,0.045391,0.443408,0.281671,0.762578,0.201889,0.531854,0.139716,0.750301,0.696721,1.000000,0.396346,0.195553,0.551305,0.205174,0.387963,0.211233,0.599280,0.672207,0.449810,0.388637,0.134346,0.693747,0.501973,0.682311,0.328625,0.579668,0.546588,0.251779,0.315884,0.471340,0.440958,0.829523,0.419594,0.321171,0.273825,0.842168,0.664156,0.773432,0.588853,0.298141,0.474149,0.121667,0.580750,0.299075,0.541033,0.746365,0.172818,0.463203,0.172289,0.736574,0.506344,0.876076,0.549528,0.107242,0.541384,0.175142,0.538030,0.323214,0.820345,0.597482,0.086741,0.364689,0.222654,0.569470,0.290188,0.740931,0.794652,0.103193,0.396113,0.284121,0.796619,0.491046,0.828135,0.654678,0.260709,0.281250,0.028551,0.603713,0.472633,0.559229,0.480103,0.265804,0.339717,0.017883,0.456414,0.509097,0.536431,0.514688,0.283485,0.249589,0.094292,0.516840,0.372966,0.207899,0.116957,0.140500,0.406171,0.146765,0.108151,0.116027,0.439730,0.086618,0.235789,0.840806,0.355146,0.074628,0.260255,0.465641,0.121654,0.183493,0.434632,0.138482,0.100042,0.261511,0.446489,0.090212,0.207083,0.739103,0.352434,0.070004,0.428471,0.456572,0.346634,0.535045,0.639260,0.223533,0.356703,0.842408,0.558040,0.759823,0.825244,0.682837,0.019129,0.829314,0.699604,0.000000,0.031034,0.119313,0.952300,0.929235,0.008510,1.000000,0.001284,0.535397,0.275206,0.270526,0.013685,0.465181,0.672355,0.636585,0.209119,0.441791,0.185980,0.035303,0.049732,0.774160,0.000000,0.425445,0.468390,0.438833,0.031836,0.449468,0.515341,0.000220,0.646385,0.322969,0.310774,0.052482,0.634820,0.519724,0.092896,0.488722
0.937898,0.426186,0.557636,0.134704,0.943142,0.931165,0.663407,0.261850,0.144045,0.897411,0.029053,0.241146,0.358881,0.603907,0.372583,0.101541,0.318870,0.169638,0.368886,0.159488,0.606128,0.555059,0.067952,0.785921,0.124361,0.529269,0.473902,1.000000,0.699197,0.066195,0.363475,0.165569,0.693071,0.289131,0.862561,0.726056,0.115217,0.612401,0.089583,0.716765,0.437596,1.000000,0.449554,0.156306,0.437398,0.138979,0.449250,0.212302,0.753683,0.693417,0.171183,0.604806,0.128919,0.686813,0.438086,0.998466,0.725663,0.149348,0.566610,0.101151,0.712783,0.324393,0.887639,0.620187,0.198403,0.527251,0.085446,0.598738,0.351822,0.821734,0.546423,0.167220,0.411085,0.145572,0.541014,0.323196,0.758017,0.720882,0.135838,0.500844,0.121667,0.676087,0.445938,0.931547,0.652078,0.251423,0.401881,0.106252,0.658149,0.314302,0.751603,0.619373,0.212278,0.091986,0.004080,0.611973,0.268021,0.453544,0.669713,0.206906,0.156155,0.026109,0.662387,0.553177,0.687323,0.155741,0.170138,0.345235,0.172570,0.154842,0.268963,0.357194,0.000000,0.015305,0.472589,0.233861,0.000000,0.044753,0.476106,0.050434,0.032783,0.734743,0.338733,0.052913,0.119543,0.426198,0.100185,0.076434,0.295564,0.105595,0.105982,0.116825,0.496670,0.094830,0.080893,0.366593,0.075001,0.095898,0.121007,0.571564,0.027034,0.081412,0.692597,0.293263,0.036902,0.164334,0.452340,0.586530,0.059297,0.753522,0.019552,0.596107,0.311061,0.939020,0.181801,0.056817,0.020284,0.002066,0.187444,0.089224,0.040935,0.639245,0.259430,0.075223,0.011893,0.623955,0.566553,0.568293,0.037448,0.097610,0.190337,0.035747,0.005429,0.162187,0.000000,0.975372,0.806264,0.288875,0.099658,0.995803,0.849256,0.009726,0.331927,0.154079,0.205085,0.007564,0.343949,0.175955,0.284153,0.222857
0.713920,0.451454,0.635788,0.092096,0.722953,0.799199,0.538005,0.326607,0.209005,0.820195,0.015720,0.313725,0.479191,0.603907,0.591008,0.117620,0.358032,0.079373,0.578187,0.354411,0.883565,0.441635,0.042416,0.721325,0.066794,0.423606,0.349695,1.000000,0.748857,0.137198,0.272274,0.138876,0.749290,0.344784,0.807244,0.583665,0.121025,0.487187,0.179460,0.587119,0.384047,0.787249,0.610772,0.159120,0.436299,0.211392,0.615512,0.467028,0.831735,0.512517,0.169641,0.472815,0.217196,0.514116,0.289329,0.643600,0.622141,0.124572,0.350064,0.123148,0.621306,0.179141,0.710782,0.469874,0.178381,0.535613,0.182963,0.447894,0.301883,0.689804,0.298328,0.165995,0.261008,0.423220,0.291566,0.162528,0.400620,0.429814,0.213645,0.494603,0.204581,0.400580,0.406645,0.639765,0.502611,0.181600,0.602683,0.271896,0.498876,0.439042,0.697313,0.542718,0.333436,0.145547,0.002350,0.511466,0.324888,0.305721,0.774417,0.422490,0.236432,0.008419,0.760997,0.737697,0.675032,0.544086,0.269946,0.247700,0.113457,0.546447,0.401594,0.279062,0.227780,0.152986,0.394422,0.202740,0.226570,0.203485,0.445622,0.312209,0.301794,0.596961,0.231599,0.310607,0.290436,0.465317,0.294159,0.225067,0.235480,0.082443,0.295619,0.250735,0.441137,0.301195,0.409614,0.459942,0.118322,0.289872,0.602538,0.525526,0.168144,0.356513,0.646227,0.128042,0.156434,0.424921,0.488030,0.480956,0.171547,0.833357,0.013059,0.494442,0.330583,0.813042,0.116239,0.063827,0.071275,0.013122,0.074757,0.175391,0.012014,0.645169,0.544840,0.154666,0.003195,0.614206,0.756542,0.280488,0.020348,0.014977,0.104078,0.017315,0.024318,0.037171,0.000000,0.486911,0.432212,0.354472,0.088191,0.490052,0.542991,0.004445,0.208577,0.161166,0.274922,0.022234,0.201699,0.215404,0.202186,0.190476
0.658082,0.326299,0.806760,0.054115,0.637912,0.802149,0.543339,0.248379,0.126409,0.763059,0.023063,0.238777,0.233798,0.603907,0.417855,0.364308,0.383305,0.060032,0.412061,0.324847,0.590722,0.450150,0.268761,0.531128,0.054299,0.453960,0.384751,0.752034,0.652701,0.161332,0.135946,0.206883,0.668489,0.255357,0.711776,0.437765,0.204730,0.540554,0.090618,0.443821,0.231196,0.682996,0.488714,0.252353,0.518482,0.197079,0.485374,0.402326,0.747100,0.580500,0.264217,0.374190,0.216466,0.588990,0.347237,0.748080,0.576308,0.250674,0.181673,0.142306,0.602230,0.178980,0.642679,0.580066,0.295717,0.778123,0.306351,0.550164,0.519616,0.695255,0.425300,0.193590,0.183576,0.381062,0.429481,0.230341,0.523005,0.530937,0.142495,0.483076,0.199911,0.502925,0.371106,0.754860,0.458328,0.128719,0.409777,0.169836,0.473279,0.232338,0.685576,0.655747,0.241419,0.219065,0.019878,0.622397,0.484351,0.493111,0.712336,0.330689,0.294447,0.007764,0.681844,0.711870,0.760860,0.473817,0.291295,0.185607,0.074346,0.498002,0.451254,0.319271,0.284721,0.255506,0.291068,0.139032,0.271379,0.248944,0.173522,0.280318,0.316769,0.688044,0.245723,0.269322,0.321295,0.325572,0.308104,0.282197,0.251727,0.050458,0.310641,0.270591,0.511141,0.253431,0.337967,0.435701,0.085441,0.238390,0.371457,0.539712,0.162241,0.270527,0.652184,0.183505,0.162005,0.435826,0.467486,0.501777,0.118032,0.838717,0.018897,0.515420,0.351674,0.878986,0.214424,0.110178,0.108595,0.022387,0.159813,0.255192,0.117495,0.652245,0.378443,0.200076,0.005631,0.605850,0.806598,0.634146,0.118341,0.172234,0.525438,0.320062,0.065187,0.924022,0.000000,0.245476,0.394238,0.607887,0.065571,0.194646,0.455065,0.013335,0.420688,0.215164,0.295151,0.058181,0.435244,0.433939,0.377049,0.257937
0.230682,0.254466,0.874822,0.039515,0.240749,0.422824,0.299556,0.521480,0.304488,0.789179,0.021288,0.513888,0.747224,0.603907,0.644621,0.168437,0.333138,0.094225,0.631856,0.510437,0.859555,0.419691,0.168189,0.680284,0.078027,0.408253,0.397709,0.783168,0.672753,0.121196,0.345043,0.115829,0.669997,0.336311,0.783037,0.591944,0.200143,0.675920,0.128285,0.583450,0.452495,0.884595,0.581009,0.300040,0.453850,0.134688,0.578679,0.446534,0.781965,0.517966,0.289453,0.670496,0.180934,0.507263,0.366235,0.692558,0.697821,0.309102,0.554752,0.100654,0.686057,0.468194,0.813136,0.574360,0.402956,0.548631,0.130152,0.549033,0.496852,0.614925,0.572939,0.385131,0.413682,0.207688,0.569883,0.629778,0.659309,0.654708,0.354813,0.383350,0.186952,0.626670,0.579783,0.626194,0.684807,0.277091,0.490412,0.109518,0.685241,0.410576,0.742634,0.273430,0.274139,0.212271,0.011522,0.231174,0.377468,0.147373,0.541931,0.563128,0.281543,0.007869,0.519652,0.673197,0.272233,0.354194,0.271665,0.175799,0.039128,0.370267,0.226376,0.085266,0.288028,0.187228,0.347073,0.172024,0.282258,0.350706,0.553930,0.415662,0.444894,0.595069,0.207110,0.412846,0.602605,0.506476,0.433657,0.433336,0.329519,0.102011,0.417334,0.553698,0.492693,0.295348,0.487180,0.460481,0.099129,0.273304,0.560353,0.565745,0.053364,0.175391,0.707608,0.224954,0.050191,0.258290,0.462613,0.461546,0.151049,0.814676,0.009885,0.482020,0.324331,0.831521,0.031281,0.035461,0.172679,0.044292,0.010648,0.114537,0.000363,0.288990,0.549590,0.247376,0.007285,0.175487,0.742890,0.048780,0.074271,0.086645,0.135044,0.019138,0.043262,0.144155,0.000000,0.058867,0.077853,0.579724,0.088805,0.065305,0.121558,0.002880,0.092246,0.114719,0.308873,0.037182,0.095541,0.160927,0.076503,0.784127
0.740765,0.204513,0.608094,0.192940,0.725139,0.785889,0.479398,0.233802,0.181492,0.783615,0.023396,0.225945,0.271425,0.594065,0.445591,0.225854,0.573261,0.267006,0.426063,0.428851,0.675040,0.478572,0.230566,0.588473,0.070391,0.462779,0.441015,0.827915,0.639984,0.186821,0.269638,0.173480,0.644565,0.273321,0.698000,0.499836,0.223748,0.464957,0.294568,0.508271,0.419636,0.543560,0.470819,0.220323,0.289630,0.122568,0.484439,0.304172,0.753509,0.447393,0.346484,0.632977,0.191526,0.444566,0.414142,0.641761,0.456513,0.305403,0.118941,0.376029,0.475895,0.164390,0.214199,0.557962,0.325459,0.710077,0.287240,0.523483,0.619059,0.707345,0.334365,0.274311,0.390237,0.226080,0.339421,0.390906,0.514409,0.605542,0.168902,0.430442,0.160384,0.575578,0.387006,0.781301,0.511060,0.336101,0.527787,0.222479,0.518489,0.470019,0.552579,0.728624,0.391195,0.258433,0.021218,0.670238,0.592477,0.551816,0.739922,0.360206,0.364173,0.022989,0.704507,0.827095,0.776593,0.538526,0.286185,0.284171,0.128487,0.539670,0.422330,0.230437,0.289239,0.142505,0.273327,0.146715,0.290725,0.163661,0.592247,0.380154,0.311991,0.501877,0.241918,0.394635,0.517105,0.476118,0.315610,0.255780,0.310128,0.101521,0.310217,0.389999,0.525825,0.302719,0.345440,0.322260,0.041077,0.293903,0.374702,0.575365,0.258056,0.446622,0.608875,0.124281,0.248213,0.631033,0.503439,0.553697,0.213720,0.789511,0.009459,0.566603,0.404502,0.827216,0.276893,0.140849,0.049185,0.004776,0.194320,0.227894,0.069114,0.702687,0.437197,0.240430,0.010853,0.650418,0.872582,0.695122,0.156444,0.357998,0.295716,0.088206,0.096155,0.950373,0.000000,0.295951,0.234029,0.516330,0.087883,0.280574,0.370981,0.016945,0.538329,0.344068,0.382229,0.091993,0.526539,0.653726,0.344262,0.433333
0.821543,0.142265,0.491144,0.357486,0.801020,0.829158,0.441866,0.321509,0.211944,0.788353,0.025622,0.324495,0.448385,0.603907,0.418640,0.269522,0.343156,0.155570,0.418297,0.347940,0.554827,0.522742,0.384449,0.801029,0.086484,0.489631,0.654136,0.982855,0.576852,0.233652,0.344915,0.235130,0.580789,0.372110,0.566957,0.522104,0.249944,0.770759,0.239157,0.513614,0.508261,0.702226,0.431148,0.260132,0.393427,0.244905,0.442058,0.448413,0.659586,0.522515,0.302663,0.774842,0.350549,0.505454,0.562830,0.739113,0.652586,0.201625,0.302578,0.201778,0.654197,0.315877,0.623029,0.660635,0.286761,0.412855,0.397557,0.643713,0.555757,0.484066,0.292578,0.211287,0.484692,0.431070,0.285407,0.427840,0.489349,0.561591,0.162954,0.420595,0.406534,0.530326,0.513629,0.565744,0.427026,0.272227,0.491403,0.216143,0.438352,0.454875,0.590222,0.647421,0.308822,0.232247,0.015987,0.580373,0.518722,0.526615,0.697155,0.347370,0.327315,0.020892,0.670779,0.839874,0.695983,0.319412,0.285816,0.367071,0.194987,0.323163,0.408172,0.291470,0.192024,0.154948,0.429387,0.212096,0.172555,0.321775,0.363107,0.181358,0.169573,0.708441,0.276931,0.181484,0.209039,0.541244,0.177433,0.146173,0.322677,0.111253,0.172456,0.296597,0.422767,0.125975,0.153962,0.407064,0.105184,0.121356,0.202776,0.495536,0.173504,0.465633,0.665461,0.130080,0.137596,0.471178,0.456886,0.574332,0.224562,0.776078,0.013836,0.585730,0.462018,0.831894,0.268081,0.135919,0.060985,0.007787,0.203213,0.257059,0.029963,0.648209,0.369051,0.244499,0.011121,0.572423,0.839590,0.600000,0.062346,0.234553,0.410840,0.173163,0.020140,0.855270,0.000000,0.396902,0.230095,0.420306,0.100514,0.376324,0.358196,0.015360,0.465437,0.274182,0.349049,0.058325,0.437367,0.452724,0.513661,0.190476
0.616171,0.777310,0.765493,0.026651,0.644410,0.886898,0.653143,0.125084,0.391023,0.762396,0.015885,0.134814,0.310742,0.321315,0.467209,0.645161,0.418130,0.089776,0.464009,0.673529,0.454166,0.420960,0.501512,0.690579,0.062190,0.393094,0.552028,0.478641,0.746313,0.557422,0.307041,0.132841,0.747618,0.661289,0.512673,0.615204,0.655704,0.833878,0.223205,0.596583,0.815289,0.752076,0.599984,0.725170,0.368005,0.207350,0.601255,0.753691,0.407737,0.555863,0.514778,0.567343,0.117294,0.548089,0.465311,0.610660,0.770382,0.400807,0.447436,0.117137,0.754689,0.535947,0.588099,0.607528,0.495826,0.573758,0.096160,0.588608,0.536660,0.656433,0.526759,0.352261,0.546147,0.214947,0.520101,0.531627,0.568782,0.684400,0.315784,0.361500,0.149170,0.655040,0.498428,0.678104,0.700585,0.378208,0.552437,0.135199,0.692930,0.546491,0.694564,0.776606,0.654521,0.157917,0.005648,0.723069,0.705914,0.060744,0.786580,0.628601,0.258843,0.010778,0.751688,0.896720,0.262732,0.428383,0.335602,0.164403,0.040644,0.446221,0.311548,0.361052,0.265615,0.420371,0.203355,0.131848,0.273506,0.423053,0.224360,0.308281,0.596829,0.594364,0.159483,0.307136,0.452607,0.335799,0.275516,0.445103,0.267451,0.026917,0.247758,0.312133,0.485216,0.249792,0.503350,0.447205,0.090521,0.235101,0.468474,0.549397,0.135315,0.351927,0.662426,0.150284,0.119684,0.405890,0.452986,0.471207,0.202694,0.853558,0.015725,0.479118,0.361091,0.793049,0.432662,0.276928,0.045306,0.004076,0.163864,0.394484,0.000140,0.766126,0.726804,0.139710,0.005987,0.713092,0.915813,0.014634,0.182076,0.249429,0.266658,0.092880,0.038999,0.928929,0.000000,0.396616,0.710489,0.554859,0.034875,0.310253,0.683756,0.002656,0.494217,0.604436,0.278904,0.024919,0.447983,0.775830,0.049180,0.160494
0.898543,0.452713,0.545019,0.125986,0.915406,0.878163,0.621429,0.188855,0.179059,0.780987,0.027909,0.186392,0.282752,0.510162,0.358715,0.218422,0.368904,0.065933,0.352986,0.115007,0.592303,0.536882,0.248531,0.624596,0.116624,0.517540,0.486605,0.821638,0.740980,0.083387,0.343439,0.181658,0.736790,0.351325,0.845926,0.622179,0.175981,0.635396,0.077672,0.610866,0.445153,0.954222,0.578271,0.213443,0.213931,0.423610,0.585757,0.339978,0.579999,0.649768,0.227226,0.508619,0.169622,0.645821,0.447604,0.834316,0.716252,0.136696,0.346669,0.148874,0.717120,0.333298,0.761472,0.708053,0.146098,0.550343,0.162589,0.689094,0.429824,0.873190,0.456222,0.123773,0.463193,0.147518,0.444537,0.210656,0.713016,0.735295,0.153683,0.396879,0.184359,0.691724,0.427322,0.703377,0.565910,0.118692,0.435228,0.240201,0.570965,0.286231,0.649293,0.720363,0.277378,0.172827,0.010024,0.675271,0.504854,0.444864,0.709742,0.308493,0.275433,0.009185,0.684971,0.698136,0.728200,0.533116,0.229230,0.239042,0.091707,0.536367,0.330049,0.383617,0.188598,0.185740,0.471407,0.263089,0.183839,0.314722,0.538154,0.128404,0.149790,0.698614,0.274576,0.130543,0.125731,0.424412,0.144707,0.124691,0.317286,0.121543,0.144398,0.231248,0.438531,0.102075,0.151055,0.524750,0.153274,0.093300,0.247081,0.532360,0.116333,0.197506,0.610149,0.114877,0.118537,0.339838,0.440683,0.548165,0.149514,0.751149,0.014729,0.567523,0.352826,0.865357,0.274252,0.129693,0.120205,0.030965,0.239143,0.371463,0.019156,0.693495,0.364732,0.203097,0.005171,0.626741,0.814562,0.702439,0.085679,0.211503,0.308589,0.125918,0.027090,0.871017,0.000000,0.752370,0.661895,0.274252,0.090243,0.812333,0.634037,0.008131,0.405590,0.240463,0.451737,0.166113,0.399151,0.579837,0.174863,0.296066
